id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
6060,"Aonides spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Spionida,Spionidae,Aonides,,"Detritus, diatoms",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,Tubiculous,,"Not researched","Not researched",,Solitary,0,"Not researched","Insufficient information","<1 year","Not researched",,"January to February",February,18,"1050 &#181;m",External,"Not researched","2-10 days","Sediment surface","Not researched","Not researched",,,Lecithotrophic,,"Surface deposit feeder","Vermiform segmented",,,Gonochoristic,,"Algae, Bedrock, Coarse clean sand, Fine clean sand",,
4317,"Aphelochaeta marioni","Will Rayment",<em>MarLIN</em>,"Dr Peter Gibbs",Annelida,Polychaeta,Spionida,Cirratulidae,Aphelochaeta,marioni,"Organic debris, diatoms",Small-medium(3-10cm),"High (>45 degrees)",Fragile,"Burrow dwelling",,"1-1.5 mm/month",100-1000m,Independent,Solitary,0,,"3-5 years","1 year","1-2 years","Annual episodic","October and November in Plymouth",,"Up to approx 540 eggs",,,"See additional information","Not relevant","Water column","Not researched","Mid shore to 5000 m.
Mid shore to 5000 m","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)",Lecithotrophic,Infaunal,"Surface deposit feeder","Vermiform segmented, Cylindrical",Burrower,"Open coast, Offshore seabed, Strait / sound, Estuary, Enclosed coast / Embayment",Gonochoristic,"Low (<18 psu), Reduced (18-30 psu), Variable (18-40 psu), Full (30-40 psu)","Fine clean sand, Mud, Muddy sand, Sandy mud","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Sheltered, Very Sheltered, Extremely Sheltered"
4405,"Aphrodita aculeata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,aculeata,"Other polychaetes (see additional information below).","Medium(11-20 cm)","High (>45 degrees)",Intermediate,"Free living","Diffusive mixing","Insufficient information",1km-10km,Independent,Solitary,0,,"6-10 years","1-2 years","Insufficient information","Annual episodic","winter - spring","Insufficient information",,,External,"Insufficient information",,"Water column","Not researched",,"Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,Infaunal,"Predator, Scavenger","Vermiform segmented","Crawler, Burrower","Open coast, Offshore seabed, Strait / sound, Sealoch, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Fine clean sand, Coarse clean sand, Mixed, Mud, Muddy sand, Muddy gravel, Sandy mud","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
5997,"Aporrhais pespelecani","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Mesogastropoda,Aporrhaiidae,Aporrhais,pespelecani,"Feeds on fragments of detritus and algae in mud and muddy sand.",Small-medium(3-10cm),"None (< 10 degrees)",Robust,"Free living",,"Insufficient information","Not researched",Independent,Solitary,,,"Insufficient information",,"Insufficient information","Annual episodic",Spring-Autumn,,,,"Insufficient information","Insufficient information",,"Insufficient information","Not researched","0 - 180 m",,,Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder",Turbinate,"Crawler, Burrower",,Gonochoristic,,"Muddy gravel, Coarse clean sand, Muddy sand, Mud",,
6182,"Aporrhais serresianus","Morvan Barnes",MarLIN,"This information is not refereed",Mollusca,Gastropoda,Mesogastropoda,Calyptraeidae,Aporrhais,serresianus,"Plant debris and other detritus",Small-medium(3-10cm),"None (< 10 degrees)",Robust,"Free living","Not relevant","Not Researched","Not researched",Independent,Solitary,0,0,"6-10 years","1-2 years","Not researched","Annual protracted","Not researched","Not researched","Insufficient information","Insufficient information",Internal,"Not researched","1-2 months","Insufficient information","Temperate to warm temperate.","From 10 m to 1000 m depth.","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)","Not researched","Epifaunal, Infaunal","Detritivore, Surface deposit feeder",Turbinate,"Burrower, Crawler","Open coast, Offshore seabed",Gonochoristic,"Full (30-40 psu)","Fine clean sand, Sandy mud","Field unresearched","Field unresearched"
6079,"Arcopagia spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Tellinidae,Arcopagia,,"Detritus, diatoms etc",Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,Summer,"Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult",Temperate.,"Low water to 70 m.","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore",Planktotrophic,Infaunal,"Surface deposit feeder, Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu)","Gravel / shingle, Muddy gravel, Coarse clean sand, Muddy sandy gravel, Sandy gravelly mud",,
4314,"Arctica islandica","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Arcticidae,Arctica,islandica,Phytoplankton,"Medium(11-20 cm)","None (< 10 degrees)",Intermediate,"Burrow dwelling",,"Average 0-1.5 mm / year (Whitsand Bay)",100-1000m,Independent,Solitary,0,,"100+ years","11-20 years","11-20 years","Annual episodic","June to October","Insufficient information",,"85 &#181;m diameter",External,"Insufficient information",,"Water column","Not researched","4 - 256 m","Insufficient info.","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",Bivalved,Burrower,"Offshore seabed",Gonochoristic,"Variable (18-40 psu), Full (30-40 psu)","Fine clean sand, Coarse clean sand, Sandy mud, Muddy sand","Insufficient information","Extremely Exposed, Very Exposed, Exposed, Moderately Exposed"
4238,"Arenicola marina","Dr Harvey Tyler-Walters",<em>MarLIN</em>,"Dr Matt Bentley",Annelida,Polychaeta,Capitellida,Arenicolidae,Arenicola,marina,"Micro-organisms (bacteria), benthic diatoms, meiofauna, and detritus.","Medium(11-20 cm)","High (>45 degrees)",Fragile,"Burrow dwelling","Insufficient information","Insufficient information",100-1000m,Independent,Solitary,0,,"6-10 years","1-2 years","1-2 years","Annual episodic","autumn - winter","Not relevant","See additional information","Insufficient information",External,1km-10km,"Not relevant","Adult burrow","Not researched",Intertidal,"Non-migratory / Resident","Upper Eulittoral, Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe",Oviparous,Infaunal,"Sub-surface deposit feeder","Vermiform segmented, Vermiform annulated, Cylindrical",Burrower,"Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment, Isolated saline water (Lagoon)",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu), Reduced (18-30 psu)","Salt marsh, Seagrass, Mixed, Muddy gravel, Muddy sand, Sandy mud, Fine clean sand","Very Strong (>6 kn), Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered"
6227,"Argissa hamatipes","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Argissidae,Argissa,hamatipes,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4119,"Armandia cirrhosa","Nicola White",<em>MarLIN</em>,"Dr Richard S.K. Barnes",Annelida,Polychaeta,Opheliida,Opheliidae,Armandia,cirrhosa,Detritus,"Very small(<1cm)","High (>45 degrees)",Fragile,"Burrow dwelling",,"Insufficient information","Insufficient information",Independent,Solitary,0,,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched",,"Non-migratory / Resident","Lower Eulittoral",Planktotrophic,Infaunal,"Sub-surface deposit feeder","Vermiform segmented","Burrower, Swimmer","Isolated saline water (Lagoon)","Insufficient information","Reduced (18-30 psu), Variable (18-40 psu)","Muddy gravel, Muddy sand","Insufficient information, See additional information","Very Sheltered"
6095,"Ascidia spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,,phytoplankton,Small-medium(3-10cm),"High (>45 degrees)",Fragile,Attached,,"Not researched","Not researched",Independent,Solitary,0,"Not researched","1-2 years","Insufficient information","Insufficient information","Annual episodic","All year, peaks in August and September","August and September",6-8,"dependant on species",External,1km-10km,"2-10 days","Water column","Cold temperate to warm temperate.",,,,Lecithotrophic,,,,"Permanent attachment",,"Permanent hermaphrodite",,,,
4486,"Ascidiella scabra","Dr Keith Hiscock",<em>MarLIN</em>,"This information is not refereed.",Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidiella,scabra,"Suspended  particles including phytoplankton",Small-medium(3-10cm),"High (>45 degrees)",Fragile,Attached,"Not relevant",,None,Independent,Gregarious,0,,"3-5 years","<1 year","<1 year","Annual protracted","Insufficient information",,"Insufficient information",,,1km-10km,"2-10 days",,"Not researched","+2 - 300 m","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",,"Epibenthic, Epifaunal, Epilithic, Epifloral, Epiphytic, Epizoic","Active suspension feeder","Bullate / Saccate","Permanent attachment","Open coast, Offshore seabed, Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment",,"Full (30-40 psu), Variable (18-40 psu)","Artificial (e.g. metal/wood/concrete), Bedrock, Large to very large boulders, Small boulders, Cobbles, Algae, Under boulders, Biogenic reef","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
4206,"Ascophyllum nodosum","Jacqueline Hill & Nicola White",<em>MarLIN</em>,"Dr Dagmar Stengel",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,nodosum,"Not relevant",Large(>50cm),"High (>45 degrees)",Fragile,Attached,"Not relevant","5 - 15 cm/year",None,Independent,Solitary,0,,"11-20 years","3-5 years","6-10 years","Annual episodic","Insufficient information",,"Insufficient information",,,"Insufficient information","2-10 days",,"Not researched","Not relevant","Non-migratory / Resident","Mid Eulittoral, Upper Eulittoral","Spores (sexual / asexual)",Epifloral,Photoautotroph,"Shrub, Foliose","Permanent attachment","Strait / sound, Sealoch, Ria / Voe, Open coast, Estuary",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu), Reduced (18-30 psu)","Small boulders, Cobbles, Bedrock, Large to very large boulders","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6228,"Astacilla longicornis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Isopoda,Arcturidae,Astacilla,longicornis,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
5998,"Astarte sulcata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Astartidae,Astarte,sulcata,,Small(1-2cm),"None (< 10 degrees)",Intermediate,"Free living",,"Insufficient information",100-1000m,Independent,Solitary,,,"Insufficient information",,"Insufficient information","Annual episodic","Autumn - early winter",,,,"Insufficient information","Insufficient information",,"Insufficient information","Not researched",,,"Insufficient information",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder",Bivalved,Burrower,"Insufficient information",Gonochoristic,"Insufficient information","Gravel / shingle, Muddy gravel, Muddy sand, Mud","Insufficient information","Insufficient information"
4137,"Asterias rubens","Georgina Budd",<em>MarLIN</em>,"Prof. David Nichols",Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,rubens,"Bivalves, polychaetes, small crustaceans, other echinoderms and carrion.",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Free living","Not relevant","0.2-1 cm/month",1km-10km,Independent,Solitary,1,,"6-10 years","1 year","1-2 years","Annual episodic","February to April","See additional information","Large females can spawn 2.5 million eggs","Insufficient information",External,>10km,"1-6 months","Water column","Not researched","Intertidal to depths of 650 m.","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore",Planktotrophic,Epibenthic,"Scavenger, Predator","Radial, Stellate",Crawler,"Open coast, Offshore seabed, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu)","Gravel / shingle, Coarse clean sand, Bedrock","Strong (3-6 kn), Moderately Strong (1-3 kn)","Exposed, Moderately Exposed, Sheltered, Very Sheltered"
6203,"Asterina gibbosa","Morvan Barnes",MarLIN,"This information is not refereed",Echinodermata,Asteroidea,Valvatida,Asterinidae,Asterina,gibbosa,"Benthic invertebrates including crustaceans, molluscs and other echinodermata.",Small-medium(3-10cm),"Low (10-45 degrees)",Intermediate,"Free living","Not researched","Insufficient information","Insufficient information",Independent,Solitary,1,0,"6-10 years","1-2 years","Not researched","Annual protracted","late May to early June","Not researched","100 to 1,000","ca. 0.5 mm",External,"Insufficient information","See additional information","As adult","Temperate to warm temperate.","Lower shore to 30 m.","Non-migratory / Resident","Lower Infralittoral, Upper Infralittoral, Sublittoral Fringe, Lower Eulittoral, Lower Circalittoral, Upper Circalittoral",Lecithotrophic,"Epilithic, Epibenthic, Epifaunal","Omnivore, Predator, Scavenger","Stellate, Radial",Crawler,"Estuary, Strait / sound, Enclosed coast / Embayment, Offshore seabed, Open coast","Self-fertilization, Protandrous hermaphrodite","Full (30-40 psu)","Rockpools, Under boulders, Coarse clean sand, Biogenic reef, Mixed, Crevices / fissures, Artificial (e.g. metal/wood/concrete), Gravel / shingle, Large to very large boulders, Bedrock","Insufficient information","Moderately Exposed, Exposed"
4104,"Asterina phylactica","Chris Chance & Dave Cocks",,"This information is not refereed",Echinodermata,Asteroidea,Valvatida,Asterinidae,Asterina,phylactica,"Not researched",Small(1-2cm),,,,,"Not researched",,,,"Not researched","Not researched",,,,,,,,,,,,,,"Sublittoral to 18 m.",,"Insufficient information, Field unresearched, Upper Infralittoral, Lower Circalittoral, Sublittoral Fringe",,,Predator,,,"Open coast",Gonochoristic,"Not relevant, Insufficient information","Coarse clean sand, Fine clean sand, Sandy mud, Muddy sand, Mud","Insufficient information, Field unresearched","See additional information, Ultra Sheltered, Insufficient information, Extremely Sheltered"
6097,"Astropecten irregularis","Morvan Barnes & Sean Lindsley-Leake",MarLIN,"This information is not refereed",Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,irregularis,"Large benthic invertebrates including molluscs, particularly the clam <i>Spisula subtruncata</i>, polychaetes, crustaceans, and other echinoderms and carrion.",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,"Free living",,"17 cm/year at most",1km-10km,Independent,Gregarious,1,No,"3-5 years","2-3 years","Insufficient information","Annual episodic","May to June","Insufficient information","Insufficient information","100-200 &#181;m",External,>10km,"11-30 days","Water column",Temperate.,"10 to 1000 m.","Seasonal (feeding)","Bathybenthic (Bathyal), Circalittoral Offshore, Lower Circalittoral, Upper Circalittoral, Lower Infralittoral, Upper Infralittoral","Lecithotrophic, Planktotrophic",Epibenthic,"Predator, Scavenger","Stellate, Radial","Crawler, Crawler","Strait / sound, Offshore seabed, Open coast",Gonochoristic,"Full (30-40 psu)","Gravelley sand, Muddy sand, Fine clean sand, Coarse clean sand","Field unresearched","Field unresearched"
